"","Name","Team","Season","Salary"
"4863","Horace Grant","Chicago Bulls",1993,1950000
"4864","Horace Grant","Orlando Magic",1994,2125000
"4865","Horace Grant","Orlando Magic",1995,2763000
"4866","Horace Grant","Orlando Magic",1996,14857000
"4867","Horace Grant","Orlando Magic",1997,14285714
"4868","Horace Grant","Orlando Magic",1998,7843000
"4869","Horace Grant","Seattle SuperSonics",1999,5952381
"4870","Horace Grant","Los Angeles Lakers",2000,6500000
"4871","Horace Grant","Orlando Magic",2001,2419580
"4872","Horace Grant","Orlando Magic",2002,2661538
"4873","Horace Grant","Los Angeles Lakers",2003,1070000
"4874","Jerami Grant","Philadelphia 76ers",2014,884879
"4875","Jerami Grant","Philadelphia 76ers",2015,845059
"4876","Jerami Grant","Oklahoma City Thunder",2016,980431
"4877","Jerami Grant","Oklahoma City Thunder",2017,1524305
"4878","Jerian Grant","New York Knicks",2015,1572360
"4879","Jerian Grant","Chicago Bulls",2016,1643040
"4880","Jerian Grant","Chicago Bulls",2017,1713840
"4881","Josh Grant","Golden State Warriors",1993,150000
"4882","Paul Grant","Minnesota Timberwolves",1997,785400
"4883","Paul Grant","Milwaukee Bucks",1998,903240
"4884","Paul Grant","Milwaukee Bucks",1999,1021080
"4885","Paul Grant","Utah Jazz",2003,350581
"4886","Aaron Gray","Chicago Bulls",2007,427163
"4887","Aaron Gray","Chicago Bulls",2008,711517
"4888","Aaron Gray","New Orleans Hornets",2009,1000497
"4889","Aaron Gray","New Orleans Hornets",2010,1028840
"4890","Aaron Gray","Toronto Raptors",2011,2500000
"4891","Aaron Gray","Toronto Raptors",2012,2575000
"4892","Aaron Gray","Toronto Raptors",2013,2690875
"4893","Aaron Gray","Detroit Pistons",2014,1227985
"4894","Aaron Gray","Detroit Pistons",2015,452059
"4895","Aaron Gray","Detroit Pistons",2016,452059
"4896","Devin Gray","Sacramento Kings",1996,150200
"4897","Devin Gray","Houston Rockets",1999,88223
"4898","Ed Gray","Atlanta Hawks",1997,723840
"4899","Ed Gray","Atlanta Hawks",1998,832440
"4900","Ed Gray","Houston Rockets",1999,941040
"4901","Jeff Grayer","Milwaukee Bucks",1988,400000
"4902","Jeff Grayer","Milwaukee Bucks",1990,605000
"4903","Jeff Grayer","Milwaukee Bucks",1991,950000
"4904","Jeff Grayer","Golden State Warriors",1992,550000
"4905","Jeff Grayer","Golden State Warriors",1993,715000
"4906","Josh Gray","Phoenix Suns",2017,101376
"4907","Stuart Gray","Indiana Pacers",1985,143200
"4908","Stuart Gray","Indiana Pacers",1987,200000
"4909","Stuart Gray","Indiana Pacers",1988,250000
"4910","Stuart Gray","New York Knicks",1991,520000
"4911","Sylvester Gray","Miami Heat",1988,160000
"4912","A.C. Green","Los Angeles Lakers",1985,128750
"4913","A.C. Green","Los Angeles Lakers",1987,218750
"4914","A.C. Green","Los Angeles Lakers",1988,269000
"4915","A.C. Green","Los Angeles Lakers",1989,1500000
"4916","A.C. Green","Los Angeles Lakers",1990,1750000
"4917","A.C. Green","Los Angeles Lakers",1991,1750000
"4918","A.C. Green","Los Angeles Lakers",1992,1750000
"4919","A.C. Green","Phoenix Suns",1993,1885000
"4920","A.C. Green","Phoenix Suns",1994,6472600
"4921","A.C. Green","Phoenix Suns",1995,6473000
"4922","A.C. Green","Dallas Mavericks",1996,4851000
"4923","A.C. Green","Dallas Mavericks",1997,5095088
"4924","A.C. Green","Dallas Mavericks",1998,5125088
"4925","A.C. Green","Los Angeles Lakers",1999,1700000
"4926","A.C. Green","Miami Heat",2000,2250000
"4927","Dave Greenwood","Chicago Bulls",1984,550000
"4928","Dave Greenwood","San Antonio Spurs",1985,600000
"4929","Dave Greenwood","San Antonio Spurs",1987,700000
"4930","Dave Greenwood","San Antonio Spurs",1988,700000
"4931","Dave Greenwood","San Antonio Spurs",1990,650000
"4932","Dave Greenwood","San Antonio Spurs",1991,100000
"4933","Danny Green","Cleveland Cavaliers",2009,457588
"4934","Danny Green","San Antonio Spurs",2010,94154
"4935","Danny Green","San Antonio Spurs",2011,854389
"4936","Danny Green","San Antonio Spurs",2012,3500000
"4937","Danny Green","San Antonio Spurs",2013,3762500
"4938","Danny Green","San Antonio Spurs",2014,4025000
"4939","Danny Green","San Antonio Spurs",2015,10000000
"4940","Danny Green","San Antonio Spurs",2016,10000000
"4941","Danny Green","San Antonio Spurs",2017,10000000
"4942","Devin Green","Los Angeles Lakers",2005,398762
"4943","Donte Greene","Sacramento Kings",2008,971160
"4944","Donte Greene","Sacramento Kings",2009,1044000
"4945","Donte Greene","Sacramento Kings",2010,1116840
"4946","Donte Greene","Sacramento Kings",2011,2015896
"4947","Draymond Green","Golden State Warriors",2012,850000
"4948","Draymond Green","Golden State Warriors",2013,875500
"4949","Draymond Green","Golden State Warriors",2014,915243
"4950","Draymond Green","Golden State Warriors",2015,14300000
"4951","Draymond Green","Golden State Warriors",2016,15330435
"4952","Draymond Green","Golden State Warriors",2017,16400000
"4953","Erick Green","Denver Nuggets",2014,507336
"4954","Erick Green","Denver Nuggets",2015,100000
"4955","Erick Green","Utah Jazz",2015,99418
"4956","Gerald Green","Boston Celtics",2005,1253040
"4957","Gerald Green","Boston Celtics",2006,1347000
"4958","Gerald Green","Houston Rockets",2007,1440960
"4959","Gerald Green","Dallas Mavericks",2008,854957
"4960","Gerald Green","New Jersey Nets",2011,443181
"4961","Gerald Green","Los Angeles Lakers",2011,73818
"4962","Gerald Green","Indiana Pacers",2012,3500000
"4963","Gerald Green","Phoenix Suns",2013,3500000
"4964","Gerald Green","Phoenix Suns",2014,3500000
"4965","Gerald Green","Miami Heat",2015,1356000
"4966","Gerald Green","Boston Celtics",2016,1410598
"4967","Gerald Green","Houston Rockets",2017,872854
"4968","JaMychal Green","Memphis Grizzlies",2014,59686
"4969","JaMychal Green","Memphis Grizzlies",2015,845059
"4970","JaMychal Green","Memphis Grizzlies",2016,980431
"4971","JaMychal Green","Memphis Grizzlies",2017,8533333
"4972","Jeff Green","Seattle SuperSonics",2007,3058200
"4973","Jeff Green","Oklahoma City Thunder",2008,3287640
"4974","Jeff Green","Oklahoma City Thunder",2009,3516960
"4975","Jeff Green","Boston Celtics",2010,4455988
"4976","Jeff Green","Boston Celtics",2012,8385000
"4977","Jeff Green","Boston Celtics",2013,8965000
"4978","Jeff Green","Memphis Grizzlies",2014,9445000
"4979","Jeff Green","Los Angeles Clippers",2015,9200000
"4980","Jeff Green","Orlando Magic",2016,15000000
"4981","Jeff Green","Cleveland Cavaliers",2017,2116955
"4982","Kenny Green","Washington Bullets",1985,245633
"4983","Litterial Green","Orlando Magic",1992,140000
"4984","Litterial Green","Orlando Magic",1993,250000
"4985","Litterial Green","Detroit Pistons",1996,247500
"4986","Orien Greene","Boston Celtics",2005,398762
"4987","Orien Greene","Indiana Pacers",2006,664209
"4988","Orien Greene","New Jersey Nets",2010,52066
"4989","Rickey Green","Utah Jazz",1984,255000
"4990","Rickey Green","Utah Jazz",1985,250000
"4991","Rickey Green","Utah Jazz",1987,312000
"4992","Rickey Green","Charlotte Hornets",1988,300000
"4993","Rickey Green","Philadelphia 76ers",1990,120000
"4994","Rickey Green","Boston Celtics",1991,315000
"4995","Rickey Green","Philadelphia 76ers",1991,130000
"4996","Sean Green","Indiana Pacers",1991,130000
"4997","Sean Green","Indiana Pacers",1992,355000
"4998","Sean Green","Philadelphia 76ers",1993,400000
"4999","Sidney Green","Chicago Bulls",1984,275000
"5000","Sidney Green","Chicago Bulls",1985,350000
"5001","Sidney Green","Detroit Pistons",1986,400000
"5002","Sidney Green","New York Knicks",1987,700000
"5003","Sidney Green","New York Knicks",1988,775000
"5004","Sidney Green","San Antonio Spurs",1990,837000
"5005","Sidney Green","San Antonio Spurs",1991,1063000
"5006","Sidney Green","Charlotte Hornets",1992,1288000
"5007","Sidney Green","Philadelphia 76ers",1993,1512000
"5008","Taurean Green","Denver Nuggets",2007,427163
"5009","Willie Green","Philadelphia 76ers",2003,366931
"5010","Willie Green","Philadelphia 76ers",2004,620046
"5011","Willie Green","Philadelphia 76ers",2006,2800000
"5012","Willie Green","Philadelphia 76ers",2007,3094000
"5013","Willie Green","Philadelphia 76ers",2008,3388000
"5014","Willie Green","Philadelphia 76ers",2009,3682000
"5015","Willie Green","New Orleans Hornets",2010,3976000
"5016","Willie Green","Atlanta Hawks",2011,1223166
"5017","Willie Green","Los Angeles Clippers",2012,1475106
"5018","Willie Green","Los Angeles Clippers",2013,1399507
"5019","Willie Green","Orlando Magic",2014,1448490
"5020","Lynn Greer","Milwaukee Bucks",2006,664209
"5021","Claude Gregory","Los Angeles Clippers",1987,75000
"5022","Kevin Grevey","Milwaukee Bucks",1984,383000
"5023","Adrian Griffin","Boston Celtics",1999,385000
"5024","Adrian Griffin","Boston Celtics",2000,498500
"5025","Adrian Griffin","Dallas Mavericks",2001,565850
"5026","Adrian Griffin","Dallas Mavericks",2002,637435
"5027","Adrian Griffin","Houston Rockets",2003,751179
"5028","Adrian Griffin","Chicago Bulls",2004,870046
"5029","Adrian Griffin","Dallas Mavericks",2005,768718
"5030","Adrian Griffin","Chicago Bulls",2006,1475000
"5031","Adrian Griffin","Seattle SuperSonics",2007,1593000
"5032","Adrian Griffin","Milwaukee Bucks",2008,1711000
"5033","Blake Griffin","Los Angeles Clippers",2009,4983480
"5034","Blake Griffin","Los Angeles Clippers",2010,5357280
"5035","Blake Griffin","Los Angeles Clippers",2011,5731080
"5036","Blake Griffin","Los Angeles Clippers",2012,7226892
"5037","Blake Griffin","Los Angeles Clippers",2013,16441500
"5038","Blake Griffin","Los Angeles Clippers",2014,17674612
"5039","Blake Griffin","Los Angeles Clippers",2015,18907725
"5040","Blake Griffin","Los Angeles Clippers",2016,20140838
"5041","Blake Griffin","Detroit Pistons",2017,29727900
"5042","Darrell Griffith","Utah Jazz",1984,363000
"5043","Darrell Griffith","Utah Jazz",1987,685000
"5044","Darrell Griffith","Utah Jazz",1988,685000
"5045","Darrell Griffith","Utah Jazz",1990,850000
"5046","Darrell Griffith","Utah Jazz",1991,850000
"5047","Eddie Griffin","Houston Rockets",2001,2011080
"5048","Eddie Griffin","Houston Rockets",2002,2161920
"5049","Eddie Griffin","Houston Rockets",2003,2312760
"5050","Eddie Griffin","Minnesota Timberwolves",2004,695046
"5051","Eddie Griffin","Minnesota Timberwolves",2005,2500000
"5052","Eddie Griffin","Minnesota Timberwolves",2006,2700000
"5053","Eddie Griffin","Minnesota Timberwolves",2007,2900000
"5054","Taylor Griffin","Phoenix Suns",2009,457588
"5055","Derek Grimm","Sacramento Kings",1997,242000
"5056","Ernie Grunfeld","New York Knicks",1984,250000
"5057","Ernie Grunfeld","New York Knicks",1985,275000
"5058","Petur Gudmundsson","San Antonio Spurs",1987,175000
"5059","Petur Gudmundsson","San Antonio Spurs",1988,275000
"5060","Tom Gugliotta","Washington Bullets",1992,1250000
"5061","Tom Gugliotta","Washington Bullets",1993,1625000
"5062","Tom Gugliotta","Golden State Warriors",1994,1625000
"5063","Tom Gugliotta","Minnesota Timberwolves",1995,4500000
"5064","Tom Gugliotta","Minnesota Timberwolves",1996,5000000
"5065","Tom Gugliotta","Minnesota Timberwolves",1997,5500000
"5066","Tom Gugliotta","Phoenix Suns",1998,7800000
"5067","Tom Gugliotta","Phoenix Suns",1999,8558535
"5068","Tom Gugliotta","Phoenix Suns",2000,9360000
"5069","Tom Gugliotta","Phoenix Suns",2001,10114000
"5070","Tom Gugliotta","Phoenix Suns",2002,10892000
"5071","Tom Gugliotta","Phoenix Suns",2003,11670000
"5072","Tom Gugliotta","Boston Celtics",2004,2700000
"5073","Andres Guibert","Minnesota Timberwolves",1994,175000
"5074","Jay Guidinger","Cleveland Cavaliers",1992,140000
"5075","Jay Guidinger","Cleveland Cavaliers",1993,250000
"5076","Jorge Gutierrez","Milwaukee Bucks",2014,59686
"5077","Jorge Gutierrez","Charlotte Hornets",2015,301444
"5078","A.J. Guyton","Chicago Bulls",2000,316969
"5079","A.J. Guyton","Chicago Bulls",2001,465850
"5080","A.J. Guyton","Golden State Warriors",2002,18748
"5081","Hamed Haddadi","Memphis Grizzlies",2008,1572221
"5082","Hamed Haddadi","Memphis Grizzlies",2009,1627779
"5083","Hamed Haddadi","Memphis Grizzlies",2010,1600000
"5084","Hamed Haddadi","Memphis Grizzlies",2011,1300000
"5085","Hamed Haddadi","Phoenix Suns",2012,1300000
"5086","Hamed Haddadi","Phoenix Suns",2013,200000
"5087","Scott Haffner","Charlotte Hornets",1990,75000
"5088","Malik Hairston","San Antonio Spurs",2008,351091
"5089","Malik Hairston","San Antonio Spurs",2009,736420
"5090","P.J. Hairston","Charlotte Hornets",2014,1149720
"5091","P.J. Hairston","Memphis Grizzlies",2015,1201440
"5092","P.J. Hairston","Houston Rockets",2016,11534
"5093","Marcus Haislip","Milwaukee Bucks",2002,1439400
"5094","Marcus Haislip","Milwaukee Bucks",2003,1547280
"5095","Marcus Haislip","Milwaukee Bucks",2004,1400000
"5096","Marcus Haislip","Indiana Pacers",2004,576380
"5097","Marcus Haislip","San Antonio Spurs",2009,825497
"5098","Jack Haley","Chicago Bulls",1988,150000
"5099","Jack Haley","New Jersey Nets",1990,360000
"5100","Jack Haley","Los Angeles Lakers",1991,300000
"5101","Jack Haley","Los Angeles Lakers",1992,390000
"5102","Jack Haley","Los Angeles Lakers",1993,390000
"5103","Jack Haley","San Antonio Spurs",1994,150000
"5104","Jack Haley","Chicago Bulls",1995,225000
"5105","Jack Haley","New Jersey Nets",1997,272250
"5106","Jack Haley","New Jersey Nets",1999,510000
"5107","Mike Hall","Washington Wizards",2006,135895
"5108","Darvin Ham","Denver Nuggets",1996,220000
"5109","Darvin Ham","Washington Wizards",1997,272250
"5110","Darvin Ham","Milwaukee Bucks",1999,460000
"5111","Darvin Ham","Milwaukee Bucks",2000,1700000
"5112","Darvin Ham","Milwaukee Bucks",2001,1760000
"5113","Darvin Ham","Atlanta Hawks",2002,699935
"5114","Darvin Ham","Detroit Pistons",2003,813679
"5115","Darvin Ham","Detroit Pistons",2004,932546
"5116","Steve Hamer","Boston Celtics",1996,220000
"5117","Jordan Hamilton","Denver Nuggets",2011,1073286
"5118","Jordan Hamilton","Denver Nuggets",2012,1153800
"5119","Jordan Hamilton","Denver Nuggets",2013,1169880
"5120","Jordan Hamilton","Los Angeles Clippers",2014,150591
"5121","Jordan Hamilton","New Orleans Pelicans",2015,119462
"5122","Justin Hamilton","Minnesota Timberwolves",2014,816482
"5123","Justin Hamilton","Brooklyn Nets",2016,3000000
"5124","Justin Hamilton","Toronto Raptors",2017,1000000
"5125","Richard Hamilton","Washington Wizards",1999,1836240
"5126","Richard Hamilton","Washington Wizards",2000,1973880
"5127","Richard Hamilton","Washington Wizards",2001,2111640
"5128","Richard Hamilton","Detroit Pistons",2002,2681783
"5129","Richard Hamilton","Detroit Pistons",2003,6500000
"5130","Richard Hamilton","Detroit Pistons",2004,7812500
"5131","Richard Hamilton","Detroit Pistons",2005,8625000
"5132","Richard Hamilton","Detroit Pistons",2006,9187500
"5133","Richard Hamilton","Detroit Pistons",2007,10000000
"5134","Richard Hamilton","Detroit Pistons",2008,10812500
"5135","Richard Hamilton","Detroit Pistons",2009,11625000
"5136","Richard Hamilton","Detroit Pistons",2010,12500000
"5137","Richard Hamilton","Detroit Pistons",2011,12500000
"5138","Richard Hamilton","Chicago Bulls",2011,5000000
"5139","Richard Hamilton","Chicago Bulls",2012,5000000
"5140","Richard Hamilton","Chicago Bulls",2013,1000000
"5141","Richard Hamilton","Chicago Bulls",2014,333333
"5142","Tang Hamilton","Miami Heat",2001,60881
"5143","Thomas Hamilton","Houston Rockets",1999,510000
"5144","Zendon Hamilton","Los Angeles Clippers",2000,316969
"5145","Zendon Hamilton","Denver Nuggets",2001,465850
"5146","Zendon Hamilton","Philadelphia 76ers",2003,485619
"5147","Zendon Hamilton","Milwaukee Bucks",2004,807546
"5148","Zendon Hamilton","Cleveland Cavaliers",2005,329138
"5149","Geert Hammink","Orlando Magic",1994,250000
"5150","A.J. Hammons","Dallas Mavericks",2016,650000
"5151","A.J. Hammons","Miami Heat",2017,1312611
"5152","Tom Hammonds","Washington Bullets",1990,800000
"5153","Tom Hammonds","Washington Bullets",1991,825000
"5154","Tom Hammonds","Charlotte Hornets",1992,850000
"5155","Tom Hammonds","Denver Nuggets",1993,800000
"5156","Tom Hammonds","Denver Nuggets",1994,700000
"5157","Tom Hammonds","Denver Nuggets",1995,970000
"5158","Tom Hammonds","Denver Nuggets",1996,1070000
"5159","Tom Hammonds","Denver Nuggets",1997,970000
"5160","Tom Hammonds","Minnesota Timberwolves",1999,1800000
"5161","Tom Hammonds","Minnesota Timberwolves",2000,1130000
"5162","Tom Hammonds","Minnesota Timberwolves",2001,1800000
"5163","Darrin Hancock","Charlotte Hornets",1994,150000
"5164","Darrin Hancock","Charlotte Hornets",1995,225000
"5165","Darrin Hancock","Phoenix Suns",1996,247500
"5166","Ben Handlogten","Utah Jazz",2003,366931
"5167","Ben Handlogten","New Jersey Nets",2005,35091
"5168","Ben Hansbrough","Indiana Pacers",2012,473604
"5169","Tyler Hansbrough","Indiana Pacers",2009,1859160
"5170","Tyler Hansbrough","Indiana Pacers",2010,1998600
"5171","Tyler Hansbrough","Indiana Pacers",2011,2138040
"5172","Tyler Hansbrough","Indiana Pacers",2012,3055259
"5173","Tyler Hansbrough","Toronto Raptors",2013,3183000
"5174","Tyler Hansbrough","Toronto Raptors",2014,3326235
"5175","Tyler Hansbrough","Charlotte Hornets",2015,1185784
"5176","Bob Hansen","Utah Jazz",1984,65000
"5177","Bob Hansen","Utah Jazz",1985,80000
"5178","Bob Hansen","Utah Jazz",1987,200000
"5179","Bob Hansen","Utah Jazz",1988,475000
"5180","Bob Hansen","Sacramento Kings",1990,550000
"5181","Bob Hansen","Chicago Bulls",1991,600000
"5182","Bob Hansen","Chicago Bulls",1992,600000
"5183","Travis Hansen","Atlanta Hawks",2003,366931
"5184","Bill Hanzlik","Denver Nuggets",1985,175000
"5185","Bill Hanzlik","Denver Nuggets",1987,366666
"5186","Bill Hanzlik","Denver Nuggets",1988,416666
"5187","Bill Hanzlik","Denver Nuggets",1990,510000
"5188","Bill Hanzlik","Denver Nuggets",1991,508000
"5189","Luke Harangody","Cleveland Cavaliers",2010,473604
"5190","Luke Harangody","Cleveland Cavaliers",2011,762195
"5191","Luke Harangody","Cleveland Cavaliers",2012,1054389
"5192","Anfernee Hardaway","Orlando Magic",1993,1244000
"5193","Anfernee Hardaway","Orlando Magic",1994,4305000
