Name,Contract Value,Year,Team,Type
Matt Bonner,1448490,2014,San Antonio Spurs,Non-rookie
Matt Bonner,1499187,2015,San Antonio Spurs,Non-rookie
Devin Booker,2127840,2015,Phoenix Suns,Rookie
Devin Booker,2223600,2016,Phoenix Suns,Rookie
Devin Booker,2319360,2017,Phoenix Suns,Rookie
Trevor Booker,"$1,204,560.00 ",2010,Washington Wizards,Rookie
Trevor Booker,1294920,2011,Washington Wizards,Rookie
Trevor Booker,1385280,2012,Washington Wizards,Rookie
Trevor Booker,2350820,2013,Washington Wizards,Rookie
Trevor Booker,5000000,2014,Utah Jazz,Non-rookie
Trevor Booker,4775000,2015,Utah Jazz,Non-rookie
Trevor Booker,9250000,2016,Brooklyn Nets,Non-rookie
Trevor Booker,8725000,2017,Philadelphia 76ers,Non-rookie
Carlos Boozer,"$14,400,000.00 ",2010,Chicago Bulls,Non-rookie
Carlos Boozer,13500000,2011,Chicago Bulls,Non-rookie
Carlos Boozer,15000000,2012,Chicago Bulls,Non-rookie
Carlos Boozer,15300000,2013,Chicago Bulls,Non-rookie
Carlos Boozer,13550000,2014,Chicago Bulls,Non-rookie
Chris Bosh,"$14,500,000.00 ",2010,Miami Heat,Non-rookie
Chris Bosh,16022500,2011,Miami Heat,Non-rookie
Chris Bosh,17545000,2012,Miami Heat,Non-rookie
Chris Bosh,19067500,2013,Miami Heat,Non-rookie
Chris Bosh,20644400,2014,Miami Heat,Non-rookie
Chris Bosh,22192730,2015,Miami Heat,Non-rookie
Chris Bosh,23741060,2016,Miami Heat,Non-rookie
Chris Bosh,25289390,2017,Miami Heat,Non-rookie
Earl Boykins,"$1,352,181.00 ",2010,Milwaukee Bucks,Non-rookie
Craig Brackins,"$1,306,920.00 ",2010,Philadelphia 76ers,Rookie
Craig Brackins,1404960,2011,Philadelphia 76ers,Rookie
Avery Bradley,"$1,418,160.00 ",2010,Boston Celtics,Rookie
Avery Bradley,1524480,2011,Boston Celtics,Rookie
Avery Bradley,1630800,2012,Boston Celtics,Rookie
Avery Bradley,2511432,2013,Boston Celtics,Rookie
Avery Bradley,7191011,2014,Boston Celtics,Non-rookie
Avery Bradley,7730337,2015,Boston Celtics,Non-rookie
Avery Bradley,8269663,2016,Boston Celtics,Non-rookie
Avery Bradley,8808989,2017,Los Angeles Clippers,Non-rookie
Tony Bradley,1414920,2017,Utah Jazz,Rookie
Elton Brand,"$15,959,099.00 ",2010,Philadelphia 76ers,Non-rookie
Elton Brand,17059727,2011,Philadelphia 76ers,Non-rookie
Elton Brand,16059854,2012,Philadelphia 76ers,Non-rookie
Elton Brand,4000000,2013,Atlanta Hawks,Non-rookie
Elton Brand,2000000,2014,Atlanta Hawks,Non-rookie
Elton Brand,890693,2015,Philadelphia 76ers,Non-rookie
Elton Brand,1000000,2016,Philadelphia 76ers,Non-rookie
Corey Brewer,"$3,703,472.00 ",2010,New York Knicks,Rookie
Corey Brewer,3059000,2011,Denver Nuggets,Non-rookie
Corey Brewer,3243000,2012,Denver Nuggets,Non-rookie
Corey Brewer,4500000,2013,Minnesota Timberwolves,Non-rookie
Corey Brewer,4702500,2014,Houston Rockets,Non-rookie
Corey Brewer,8200000,2015,Houston Rockets,Non-rookie
Corey Brewer,7600000,2016,Los Angeles Lakers,Non-rookie
Corey Brewer,6879366,2017,Los Angeles Lakers,Non-rookie
Ronnie Brewer,"$4,790,000.00 ",2010,Chicago Bulls,Non-rookie
Ronnie Brewer,4710000,2011,Chicago Bulls,Non-rookie
Ronnie Brewer,1069509,2012,Oklahoma City Thunder,Non-rookie
Ronnie Brewer,1186459,2013,Houston Rockets,Non-rookie
Jon Brockman,"$1,000,000.00 ",2010,Milwaukee Bucks,Rookie
Jon Brockman,1000000,2011,Milwaukee Bucks,Rookie
Jon Brockman,1000000,2012,Houston Rockets,Rookie
Malcolm Brogdon,925000,2016,Milwaukee Bucks,Rookie
Malcolm Brogdon,1312611,2017,Milwaukee Bucks,Rookie
Aaron Brooks,"$2,016,692.00 ",2010,Phoenix Suns,Rookie
Aaron Brooks,3250000,2012,Sacramento Kings,Non-rookie
Aaron Brooks,3396250,2013,Sacramento Kings,Non-rookie
Aaron Brooks,1145685,2014,Chicago Bulls,Non-rookie
Aaron Brooks,2000000,2015,Chicago Bulls,Non-rookie
Aaron Brooks,2700000,2016,Indiana Pacers,Non-rookie
Aaron Brooks,1471382,2017,Minnesota Timberwolves,Non-rookie
Dillon Brooks,815615,2017,Memphis Grizzlies,Rookie
MarShon Brooks,1110120,2011,Brooklyn Nets,Rookie
MarShon Brooks,1193280,2012,Brooklyn Nets,Rookie
MarShon Brooks,1210080,2013,Boston Celtics,Rookie
MarShon Brooks,332477,2017,Memphis Grizzlies,Non-rookie
Bobby Brown,934293,2016,Houston Rockets,Non-rookie
Bobby Brown,1230186,2017,Houston Rockets,Non-rookie
Derrick Brown,"$762,195.00 ",2010,Charlotte Hornets,Rookie
Derrick Brown,854389,2011,Charlotte Hornets,Rookie
Jabari Brown,44765,2014,Los Angeles Lakers,Rookie
Jaylen Brown,4743000,2016,Boston Celtics,Rookie
Jaylen Brown,4956480,2017,Boston Celtics,Rookie
Kwame Brown,"$1,229,255.00 ",2010,Charlotte Hornets,Non-rookie
Kwame Brown,6750000,2011,Golden State Warriors,Non-rookie
Kwame Brown,2819044,2012,Philadelphia 76ers,Non-rookie
Kwame Brown,2945901,2013,Philadelphia 76ers,Non-rookie
Shannon Brown,"$2,200,000.00 ",2010,Los Angeles Lakers,Non-rookie
Shannon Brown,3500000,2011,Phoenix Suns,Non-rookie
Shannon Brown,3500000,2012,Phoenix Suns,Non-rookie
Shannon Brown,3500000,2013,Phoenix Suns,Non-rookie
Sterling Brown,815615,2017,Milwaukee Bucks,Rookie
Nicolas Brussino,543471,2016,Dallas Mavericks,Rookie
Nicolas Brussino,905249,2017,Atlanta Hawks,Rookie
Kobe Bryant,"$24,806,250.00 ",2010,Los Angeles Lakers,Non-rookie
Kobe Bryant,25244493,2011,Los Angeles Lakers,Non-rookie
Kobe Bryant,27849149,2012,Los Angeles Lakers,Non-rookie
Kobe Bryant,30453805,2013,Los Angeles Lakers,Non-rookie
Kobe Bryant,23500000,2014,Los Angeles Lakers,Non-rookie
Kobe Bryant,25000000,2015,Los Angeles Lakers,Non-rookie
Thomas Bryant,815615,2017,Los Angeles Lakers,Rookie
Chase Budinger,"$780,871.00 ",2010,Houston Rockets,Rookie
Chase Budinger,854389,2011,Houston Rockets,Rookie
Chase Budinger,885120,2012,Minnesota Timberwolves,Rookie
Chase Budinger,5000000,2013,Minnesota Timberwolves,Non-rookie
Chase Budinger,5000000,2014,Minnesota Timberwolves,Non-rookie
Chase Budinger,5000000,2015,Indiana Pacers,Non-rookie
Reggie Bullock,1149000,2013,Los Angeles Clippers,Rookie
Reggie Bullock,1200720,2014,Phoenix Suns,Rookie
Reggie Bullock,1252440,2015,Detroit Pistons,Rookie
Reggie Bullock,2255644,2016,Detroit Pistons,Rookie
Reggie Bullock,2500000,2017,Detroit Pistons,Non-rookie
Trey Burke,2438760,2013,Utah Jazz,Rookie
Trey Burke,2548560,2014,Utah Jazz,Rookie
Trey Burke,2658240,2015,Utah Jazz,Rookie
Trey Burke,3386598,2016,Washington Wizards,Rookie
Trey Burke,784160,2017,New York Knicks,Non-rookie
Alec Burks,2020200,2011,Utah Jazz,Rookie
Alec Burks,2171640,2012,Utah Jazz,Rookie
Alec Burks,2202000,2013,Utah Jazz,Rookie
Alec Burks,3034356,2014,Utah Jazz,Rookie
Alec Burks,9213484,2015,Utah Jazz,Non-rookie
Alec Burks,10154495,2016,Utah Jazz,Non-rookie
Alec Burks,10845506,2017,Utah Jazz,Non-rookie
Caron Butler,"$10,561,960.00 ",2010,Dallas Mavericks,Non-rookie
Caron Butler,8000000,2011,Los Angeles Clippers,Non-rookie
Caron Butler,8000000,2012,Los Angeles Clippers,Non-rookie
Caron Butler,8000000,2013,Phoenix Suns,Non-rookie
Caron Butler,4500000,2014,Milwaukee Bucks,Non-rookie
Caron Butler,1499187,2015,Sacramento Kings,Non-rookie
Caron Butler,517220,2016,Sacramento Kings,Non-rookie
Caron Butler,517220,2017,Sacramento Kings,Non-rookie
Jimmy Butler,1020960,2011,Chicago Bulls,Rookie
Jimmy Butler,1097520,2012,Chicago Bulls,Rookie
Jimmy Butler,1112880,2013,Chicago Bulls,Rookie
Jimmy Butler,2008748,2014,Chicago Bulls,Rookie
Jimmy Butler,15260000,2015,Chicago Bulls,Non-rookie
Jimmy Butler,17552209,2016,Chicago Bulls,Non-rookie
Jimmy Butler,19301070,2017,Minnesota Timberwolves,Non-rookie
Rasual Butler,"$2,400,000.00 ",2010,Los Angeles Clippers,Non-rookie
Rasual Butler,1229255,2011,Toronto Raptors,Non-rookie
Rasual Butler,1448490,2014,Washington Wizards,Non-rookie
Rasual Butler,1499187,2015,San Antonio Spurs,Non-rookie
Dwight Buycks,48028,2014,Los Angeles Lakers,Rookie
Dwight Buycks,748160,2017,Detroit Pistons,Rookie
Andrew Bynum,"$13,700,000.00 ",2010,Los Angeles Lakers,Non-rookie
Andrew Bynum,14900000,2011,Los Angeles Lakers,Non-rookie
Andrew Bynum,16889000,2012,Philadelphia 76ers,Non-rookie
Andrew Bynum,6000000,2013,Chicago Bulls,Non-rookie
Will Bynum,"$3,250,000.00 ",2010,Detroit Pistons,Rookie
Will Bynum,3250000,2011,Detroit Pistons,Rookie
Will Bynum,3250000,2012,Detroit Pistons,Non-rookie
Will Bynum,2790343,2013,Detroit Pistons,Non-rookie
Will Bynum,2915908,2014,Boston Celtics,Non-rookie
Bruno Caboclo,1458360,2014,Toronto Raptors,Rookie
Bruno Caboclo,1524000,2015,Toronto Raptors,Rookie
Bruno Caboclo,1589640,2016,Toronto Raptors,Rookie
Bruno Caboclo,2451225,2017,Sacramento Kings,Rookie
Nick Calathes,816482,2014,Memphis Grizzlies,Rookie
Jose Calderon,"$9,000,000.00 ",2010,Toronto Raptors,Non-rookie
Jose Calderon,9780992,2011,Toronto Raptors,Non-rookie
Jose Calderon,11046591,2012,Detroit Pistons,Non-rookie
Jose Calderon,6791570,2013,Dallas Mavericks,Non-rookie
Jose Calderon,7097191,2014,New York Knicks,Non-rookie
Jose Calderon,7402812,2015,New York Knicks,Non-rookie
Jose Calderon,7708427,2016,Los Angeles Lakers,Non-rookie
Jose Calderon,1471382,2017,Cleveland Cavaliers,Non-rookie
Kentavious Caldwell-Pope,2653080,2013,Detroit Pistons,Rookie
Kentavious Caldwell-Pope,2772480,2014,Detroit Pistons,Rookie
Kentavious Caldwell-Pope,2891760,2015,Detroit Pistons,Rookie
Kentavious Caldwell-Pope,3678319,2016,Detroit Pistons,Rookie
Kentavious Caldwell-Pope,17745894,2017,Los Angeles Lakers,Non-rookie
Marcus Camby,"$11,749,832.00 ",2010,Portland Trailblazers,Non-rookie
Marcus Camby,11227250,2011,Portland Trailblazers,Non-rookie
Marcus Camby,4590338,2012,New York Knicks,Non-rookie
Marcus Camby,4383773,2013,Toronto Raptors,Non-rookie
Marcus Camby,646609,2014,Toronto Raptors,Non-rookie
Isaiah Canaan,816482,2014,Philadelphia 76ers,Rookie
Isaiah Canaan,947276,2015,Philadelphia 76ers,Rookie
Isaiah Canaan,1015696,2016,Chicago Bulls,Rookie
Isaiah Canaan,997547,2017,Phoenix Suns,Rookie
Clint Capela,1189200,2014,Houston Rockets,Rookie
Clint Capela,1242720,2015,Houston Rockets,Rookie
Clint Capela,1296240,2016,Houston Rockets,Rookie
Clint Capela,2334520,2017,Houston Rockets,Rookie
Derrick Caracter,"$473,604.00 ",2010,Los Angeles Lakers,Rookie
Derrick Caracter,270427,2011,Los Angeles Lakers,Rookie
Brian Cardinal,"$1,352,181.00 ",2010,Dallas Mavericks,Non-rookie
Brian Cardinal,1352181,2011,Dallas Mavericks,Non-rookie
Rodney Carney,"$377,116.00 ",2010,Golden State Warriors,Non-rookie
DeMarre Carroll,"$1,085,400.00 ",2010,Houston Rockets,Rookie
DeMarre Carroll,544331,2011,Utah Jazz,Rookie
DeMarre Carroll,2557545,2013,Atlanta Hawks,Non-rookie
DeMarre Carroll,2442455,2014,Atlanta Hawks,Non-rookie
DeMarre Carroll,13500000,2015,Toronto Raptors,Non-rookie
DeMarre Carroll,14200000,2016,Toronto Raptors,Non-rookie
DeMarre Carroll,14800000,2017,Brooklyn Nets,Non-rookie
Matt Carroll,"$4,300,000.00 ",2010,Charlotte Hornets,Non-rookie
Matt Carroll,3900000,2011,Charlotte Hornets,Non-rookie
Matt Carroll,3500000,2012,New Orleans Pelicans,Non-rookie
Anthony Carter,"$1,352,181.00 ",2010,New York Knicks,Non-rookie
Anthony Carter,1352181,2011,Toronto Raptors,Non-rookie
Michael Carter-Williams,2200920,2013,Philadelphia 76ers,Rookie
Michael Carter-Williams,2300040,2014,Milwaukee Bucks,Rookie
Michael Carter-Williams,2399040,2015,Milwaukee Bucks,Rookie
Michael Carter-Williams,3183526,2016,Chicago Bulls,Rookie
Michael Carter-Williams,2700000,2017,Charlotte Hornets,Non-rookie
Vince Carter,"$17,300,000.00 ",2010,Phoenix Suns,Non-rookie
Vince Carter,18300000,2011,Phoenix Suns,Non-rookie
Vince Carter,3090000,2012,Dallas Mavericks,Non-rookie
Vince Carter,3180000,2013,Dallas Mavericks,Non-rookie
Vince Carter,3911981,2014,Memphis Grizzlies,Non-rookie
Vince Carter,4088091,2015,Memphis Grizzlies,Non-rookie
Vince Carter,4264057,2016,Memphis Grizzlies,Non-rookie
Vince Carter,8000000,2017,Sacramento Kings,Non-rookie
Omri Casspi,"$1,254,480.00 ",2010,Sacramento Kings,Rookie
Omri Casspi,1341960,2011,Cleveland Cavaliers,Rookie
Omri Casspi,2277306,2012,Cleveland Cavaliers,Rookie
Omri Casspi,947907,2013,Houston Rockets,Non-rookie
Omri Casspi,1063384,2014,Sacramento Kings,Non-rookie
Omri Casspi,3000000,2015,Sacramento Kings,Non-rookie
Omri Casspi,3000000,2016,New Orleans Pelicans,Non-rookie
Omri Casspi,1471382,2017,Golden State Warriors,Non-rookie
Willie Cauley-Stein,3398280,2015,Sacramento Kings,Rookie
Willie Cauley-Stein,3551160,2016,Sacramento Kings,Rookie
Willie Cauley-Stein,3704160,2017,Sacramento Kings,Rookie
Tyler Cavanaugh,729919,2017,Atlanta Hawks,Rookie
Mario Chalmers,"$854,389.00 ",2010,Miami Heat,Rookie
Mario Chalmers,4000000,2011,Miami Heat,Rookie
Mario Chalmers,4000000,2012,Miami Heat,Non-rookie
Mario Chalmers,4000000,2013,Miami Heat,Non-rookie
Mario Chalmers,4000000,2014,Miami Heat,Non-rookie
Mario Chalmers,4300000,2015,Memphis Grizzlies,Non-rookie
Mario Chalmers,2106407,2017,Memphis Grizzlies,Non-rookie
Tyson Chandler,"$12,600,000.00 ",2010,Dallas Mavericks,Non-rookie
Tyson Chandler,13107837,2011,New York Knicks,Non-rookie
Tyson Chandler,13604188,2012,New York Knicks,Non-rookie
Tyson Chandler,14100538,2013,New York Knicks,Non-rookie
Tyson Chandler,14598888,2014,Dallas Mavericks,Non-rookie
Tyson Chandler,13000000,2015,Phoenix Suns,Non-rookie
Tyson Chandler,12415000,2016,Phoenix Suns,Non-rookie
Tyson Chandler,13000000,2017,Phoenix Suns,Non-rookie
Wilson Chandler,"$2,130,482.00 ",2010,Denver Nuggets,Rookie
Wilson Chandler,5930414,2012,Denver Nuggets,Non-rookie
Wilson Chandler,6344164,2013,Denver Nuggets,Non-rookie
Wilson Chandler,6757913,2014,Denver Nuggets,Non-rookie
Wilson Chandler,10500000,2015,Denver Nuggets,Non-rookie
Wilson Chandler,11200000,2016,Denver Nuggets,Non-rookie
Wilson Chandler,12016854,2017,Denver Nuggets,Non-rookie
Will Cherry,25000,2014,Toronto Raptors,Rookie
Josh Childress,"$6,500,000.00 ",2010,Phoenix Suns,Non-rookie
Josh Childress,6000000,2011,Phoenix Suns,Non-rookie
Josh Childress,7000000,2012,Phoenix Suns,Non-rookie
Josh Childress,7317500,2014,Phoenix Suns,Non-rookie
Dionte Christmas,50000,2016,Philadelphia 76ers,Rookie
Marquese Chriss,2941440,2016,Phoenix Suns,Rookie
Marquese Chriss,3073800,2017,Phoenix Suns,Rookie
Rakeem Christmas,1000000,2015,Indiana Pacers,Rookie
Rakeem Christmas,1052342,2016,Indiana Pacers,Rookie
Rakeem Christmas,172552,2017,Indiana Pacers,Rookie
Semaj Christon,543471,2016,Oklahoma City Thunder,Rookie
Coty Clarke,61776,2015,Boston Celtics,Rookie
Earl Clark,"$1,898,760.00 ",2010,Orlando Magic,Rookie
Earl Clark,1160000,2011,Orlando Magic,Rookie
Earl Clark,1240000,2012,Los Angeles Lakers,Rookie
Earl Clark,4250000,2013,Cleveland Cavaliers,Non-rookie
Earl Clark,62552,2014,Brooklyn Nets,Non-rookie
Ian Clark,816482,2014,Denver Nuggets,Rookie
Ian Clark,947276,2015,Golden State Warriors,Rookie
Ian Clark,1015696,2016,Golden State Warriors,Rookie
Ian Clark,1471382,2017,New Orleans Pelicans,Rookie
Jordan Clarkson,507336,2014,Los Angeles Lakers,Rookie
Jordan Clarkson,845059,2015,Los Angeles Lakers,Rookie
Jordan Clarkson,12500000,2016,Los Angeles Lakers,Non-rookie
Jordan Clarkson,11562500,2017,Cleveland Cavaliers,Non-rookie
Victor Claver,1300000,2012,Portland Trailblazers,Rookie
Victor Claver,1330000,2013,Portland Trailblazers,Rookie
Victor Claver,1370000,2014,Denver Nuggets,Rookie
Norris Cole,1035960,2011,Miami Heat,Rookie
Norris Cole,1082520,2012,Miami Heat,Rookie
Norris Cole,1129200,2013,Miami Heat,Rookie
Norris Cole,2038206,2014,New Orleans Pelicans,Rookie
Norris Cole,3036927,2015,New Orleans Pelicans,Non-rookie
Norris Cole,247991,2016,Oklahoma City Thunder,Non-rookie
Darren Collison,"$1,361,040.00 ",2010,Indiana Pacers,Rookie
Darren Collison,1455960,2011,Indiana Pacers,Rookie
Darren Collison,2319344,2012,Dallas Mavericks,Rookie
Darren Collison,1900000,2013,Los Angeles Clippers,Non-rookie
Darren Collison,4797664,2014,Sacramento Kings,Non-rookie
Darren Collison,5013559,2015,Sacramento Kings,Non-rookie
Darren Collison,5229454,2016,Sacramento Kings,Non-rookie
Darren Collison,10000000,2017,Indiana Pacers,Non-rookie
Jarron Collins,"$643,551.00 ",2010,Los Angeles Clippers,Non-rookie
Jason Collins,"$1,352,181.00 ",2010,Atlanta Hawks,Non-rookie
Jason Collins,1352181,2011,Atlanta Hawks,Non-rookie
Jason Collins,1352181,2012,Washington Wizards,Non-rookie
John Collins,1936920,2017,Atlanta Hawks,Rookie
Nick Collison,"$13,250,000.00 ",2010,Oklahoma City Thunder,Non-rookie
Nick Collison,3272997,2011,Oklahoma City Thunder,Non-rookie
Nick Collison,2929332,2012,Oklahoma City Thunder,Non-rookie
Nick Collison,2585668,2013,Oklahoma City Thunder,Non-rookie
Nick Collison,2242003,2014,Oklahoma City Thunder,Non-rookie
Nick Collison,3750000,2015,Oklahoma City Thunder,Non-rookie
Nick Collison,3750000,2016,Oklahoma City Thunder,Non-rookie
Nick Collison,2328652,2017,Oklahoma City Thunder,Non-rookie
Sherron Collins,"$473,604.00 ",2010,Charlotte Hornets,Rookie
Zach Collins,3057240,2017,Portland Trailblazers,Rookie
Mike Conley,"$4,913,007.00 ",2010,Memphis Grizzlies,Rookie
Mike Conley,6611571,2011,Memphis Grizzlies,Non-rookie
Mike Conley,7305786,2012,Memphis Grizzlies,Non-rookie
Mike Conley,8000001,2013,Memphis Grizzlies,Non-rookie
Mike Conley,8894216,2014,Memphis Grizzlies,Non-rookie
Mike Conley,9588426,2015,Memphis Grizzlies,Non-rookie
Mike Conley,26540100,2016,Memphis Grizzlies,Non-rookie
Mike Conley,28530608,2017,Memphis Grizzlies,Non-rookie
Pat Connaughton,525093,2015,Portland Trailblazers,Rookie
Pat Connaughton,874636,2016,Portland Trailblazers,Rookie
Pat Connaughton,1471382,2017,Portland Trailblazers,Rookie
Will Conroy,85439,2012,Minnesota Timberwolves,Non-rookie
Brian Cook,"$1,146,337.00 ",2010,Los Angeles Clippers,Non-rookie
Brian Cook,1223166,2011,Los Angeles Clippers,Non-rookie
Daequan Cook,"$2,169,857.00 ",2010,Oklahoma City Thunder,Rookie
Daequan Cook,3341558,2011,Oklahoma City Thunder,Non-rookie
Daequan Cook,3090042,2012,Houston Rockets,Non-rookie
Chris Copeland,473604,2012,New York Knicks,Rookie
Chris Copeland,3000000,2013,Indiana Pacers,Rookie
Chris Copeland,3135000,2014,Indiana Pacers,Rookie
Chris Copeland,1100000,2015,Orlando Magic,Rookie
Bryce Cotton,152200,2014,Utah Jazz,Rookie
Bryce Cotton,228663,2015,Phoenix Suns,Rookie
DeMarcus Cousins,"$3,374,640.00 ",2010,Sacramento Kings,Rookie
DeMarcus Cousins,3627720,2011,Sacramento Kings,Rookie
DeMarcus Cousins,3880800,2012,Sacramento Kings,Rookie
DeMarcus Cousins,4916974,2013,Sacramento Kings,Rookie
DeMarcus Cousins,13701250,2014,Sacramento Kings,Non-rookie
DeMarcus Cousins,14728844,2015,Sacramento Kings,Non-rookie
DeMarcus Cousins,16957900,2016,New Orleans Pelicans,Non-rookie
DeMarcus Cousins,18063850,2017,New Orleans Pelicans,Non-rookie
Robert Covington,1000000,2014,Philadelphia 76ers,Rookie
Robert Covington,1000000,2015,Philadelphia 76ers,Rookie
Robert Covington,1015696,2016,Philadelphia 76ers,Rookie
Robert Covington,16698103,2017,Philadelphia 76ers,Non-rookie
Allen Crabbe,862000,2014,Portland Trailblazers,Rookie
Allen Crabbe,947276,2015,Portland Trailblazers,Rookie
Allen Crabbe,18500000,2016,Portland Trailblazers,Non-rookie
Allen Crabbe,19332500,2017,Brooklyn Nets,Non-rookie
Jamal Crawford,"$10,800,000.00 ",2010,Atlanta Hawks,Non-rookie
Jamal Crawford,5000000,2011,Portland Trailblazers,Non-rookie
Jamal Crawford,5000000,2012,Los Angeles Clippers,Non-rookie
Jamal Crawford,5225000,2013,Los Angeles Clippers,Non-rookie
Jamal Crawford,5450000,2014,Los Angeles Clippers,Non-rookie
Jamal Crawford,5675000,2015,Los Angeles Clippers,Non-rookie
Jamal Crawford,13253012,2016,Los Angeles Clippers,Non-rookie
Jamal Crawford,10942762,2017,Atlanta Hawks,Non-rookie
Jordan Crawford,"$1,042,320.00 ",2010,Washington Wizards,Rookie
Jordan Crawford,1120440,2011,Washington Wizards,Rookie
Jordan Crawford,1198680,2012,Boston Celtics,Rookie
Jordan Crawford,2162419,2013,Boston Celtics,Rookie
Jordan Crawford,234915,2016,New Orleans Pelicans,Non-rookie
Jordan Crawford,308190,2017,New Orleans Pelicans,Non-rookie
Jae Crowder,600491,2012,Dallas Mavericks,Rookie
Jae Crowder,788872,2013,Dallas Mavericks,Rookie
Jae Crowder,915243,2014,Boston Celtics,Rookie
Jae Crowder,6000000,2015,Boston Celtics,Rookie
Jae Crowder,6286408,2016,Boston Celtics,Non-rookie
Jae Crowder,6796117,2017,Utah Jazz,Non-rookie
Dante Cunningham,"$762,195.00 ",2010,Charlotte Hornets,Rookie
Dante Cunningham,2000000,2011,Memphis Grizzlies,Rookie
Dante Cunningham,2090000,2012,Minnesota Timberwolves,Rookie
Dante Cunningham,2180000,2013,Minnesota Timberwolves,Non-rookie
Dante Cunningham,831942,2014,New Orleans Pelicans,Non-rookie
Dante Cunningham,3000000,2015,New Orleans Pelicans,Non-rookie
Dante Cunningham,2978250,2016,New Orleans Pelicans,Non-rookie
Dante Cunningham,2300000,2017,Brooklyn Nets,Non-rookie
Jared Cunningham,1156320,2012,Dallas Mavericks,Rookie
Jared Cunningham,1208400,2013,Atlanta Hawks,Rookie
Jared Cunningham,981348,2015,Orlando Magic,Rookie
Eddy Curry,"$11,530,592.00 ",2010,Minnesota Timberwolves,Non-rookie
Eddy Curry,1229255,2011,Miami Heat,Non-rookie
Eddy Curry,23852,2012,Dallas Mavericks,Non-rookie
