,Name,Team,Season,Salary,Type
1258,Eric Bledsoe,Los Angeles Clippers,2010,1485000,Rookie
1259,Eric Bledsoe,Los Angeles Clippers,2011,1596360,Rookie
1260,Eric Bledsoe,Los Angeles Clippers,2012,1707720,Rookie
1261,Eric Bledsoe,Phoenix Suns,2013,2626473,Rookie
1262,Eric Bledsoe,Phoenix Suns,2014,12173913,Non-rookie
1263,Eric Bledsoe,Phoenix Suns,2015,13086957,Non-rookie
1264,Eric Bledsoe,Phoenix Suns,2016,14000000,Non-rookie
1265,Eric Bledsoe,Milwaukee Bucks,2017,14500000,Non-rookie
1296,Keith Bogans,Chicago Bulls,2010,1600000,Non-rookie
1297,Keith Bogans,New Jersey Nets,2011,848266,Non-rookie
1298,Keith Bogans,Brooklyn Nets,2012,1229225,Non-rookie
1299,Keith Bogans,Boston Celtics,2013,5058198,Non-rookie
1300,Bogdan Bogdanovic,Sacramento Kings,2017,9470614,Non-rookie
1301,Bojan Bogdanovic,Brooklyn Nets,2014,3278000,Rookie
1302,Bojan Bogdanovic,Brooklyn Nets,2015,3425510,Rookie
1303,Bojan Bogdanovic,Washington Wizards,2016,3730653,Rookie
1304,Bojan Bogdanovic,Indiana Pacers,2017,10500000,Non-rookie
1326,Andrew Bogut,Milwaukee Bucks,2010,11000000,Non-rookie
1327,Andrew Bogut,Milwaukee Bucks,2011,12000000,Non-rookie
1328,Andrew Bogut,Golden State Warriors,2012,13000000,Non-rookie
1329,Andrew Bogut,Golden State Warriors,2013,14000000,Non-rookie
1330,Andrew Bogut,Golden State Warriors,2014,12972973,Non-rookie
1331,Andrew Bogut,Golden State Warriors,2015,12000000,Non-rookie
1332,Andrew Bogut,Philadelphia 76ers,2016,11027027,Non-rookie
1333,Andrew Bogut,Cleveland Cavaliers,2016,242224,Non-rookie
1334,Andrew Bogut,Los Angeles Lakers,2017,1105123,Non-rookie
1359,Matt Bonner,San Antonio Spurs,2010,3000000,Non-rookie
1360,Matt Bonner,San Antonio Spurs,2011,3315000,Non-rookie
1361,Matt Bonner,San Antonio Spurs,2012,3630000,Non-rookie
1362,Matt Bonner,San Antonio Spurs,2013,3945000,Non-rookie
1363,Matt Bonner,San Antonio Spurs,2014,1448490,Non-rookie
1364,Matt Bonner,San Antonio Spurs,2015,1499187,Non-rookie
1365,Devin Booker,Phoenix Suns,2015,2127840,Rookie
1366,Devin Booker,Phoenix Suns,2016,2223600,Rookie
1367,Devin Booker,Phoenix Suns,2017,2319360,Rookie
1368,Trevor Booker,Washington Wizards,2010,1204560,Rookie
1369,Trevor Booker,Washington Wizards,2011,1294920,Rookie
1370,Trevor Booker,Washington Wizards,2012,1385280,Rookie
1371,Trevor Booker,Washington Wizards,2013,2350820,Rookie
1372,Trevor Booker,Utah Jazz,2014,5000000,Non-rookie
1373,Trevor Booker,Utah Jazz,2015,4775000,Non-rookie
1374,Trevor Booker,Brooklyn Nets,2016,9250000,Non-rookie
1375,Trevor Booker,Philadelphia 76ers,2017,8725000,Non-rookie
1376,Trevor Booker,Indiana Pacers,2017,332516,Non-rookie
1404,Carlos Boozer,Chicago Bulls,2010,14400000,Non-rookie
1405,Carlos Boozer,Chicago Bulls,2011,13500000,Non-rookie
1406,Carlos Boozer,Chicago Bulls,2012,15000000,Non-rookie
1407,Carlos Boozer,Chicago Bulls,2013,15300000,Non-rookie
1408,Carlos Boozer,Chicago Bulls,2014,13550000,Non-rookie
1409,Carlos Boozer,Los Angeles Lakers,2014,3250000,Non-rookie
1422,Chris Bosh,Miami Heat,2010,14500000,Non-rookie
1423,Chris Bosh,Miami Heat,2011,16022500,Non-rookie
1424,Chris Bosh,Miami Heat,2012,17545000,Non-rookie
1425,Chris Bosh,Miami Heat,2013,19067500,Non-rookie
1426,Chris Bosh,Miami Heat,2014,20644400,Non-rookie
1427,Chris Bosh,Miami Heat,2015,22192730,Non-rookie
1428,Chris Bosh,Miami Heat,2016,23741060,Non-rookie
1429,Chris Bosh,Miami Heat,2017,25289390,Non-rookie
1490,Earl Boykins,Milwaukee Bucks,2010,1352181,Non-rookie
1492,Craig Brackins,Philadelphia 76ers,2010,1306920,Rookie
1493,Craig Brackins,Philadelphia 76ers,2011,1404960,Rookie
1494,Avery Bradley,Boston Celtics,2010,1418160,Rookie
1495,Avery Bradley,Boston Celtics,2011,1524480,Rookie
1496,Avery Bradley,Boston Celtics,2012,1630800,Rookie
1497,Avery Bradley,Boston Celtics,2013,2511432,Rookie
1498,Avery Bradley,Boston Celtics,2014,7191011,Non-rookie
1499,Avery Bradley,Boston Celtics,2015,7730337,Non-rookie
1500,Avery Bradley,Boston Celtics,2016,8269663,Non-rookie
1501,Avery Bradley,Los Angeles Clippers,2017,8808989,Non-rookie
1524,Tony Bradley,Utah Jazz,2017,1414920,Rookie
1542,Elton Brand,Philadelphia 76ers,2010,15959099,Non-rookie
1543,Elton Brand,Philadelphia 76ers,2011,17059727,Non-rookie
1544,Elton Brand,Philadelphia 76ers,2012,16059854,Non-rookie
1545,Elton Brand,Dallas Mavericks,2012,2100500,Non-rookie
1546,Elton Brand,Atlanta Hawks,2013,4000000,Non-rookie
1547,Elton Brand,Atlanta Hawks,2014,2000000,Non-rookie
1548,Elton Brand,Philadelphia 76ers,2015,890693,Non-rookie
1549,Elton Brand,Philadelphia 76ers,2016,1000000,Non-rookie
1578,Corey Brewer,New York Knicks,2010,3703472,Rookie
1579,Corey Brewer,Denver Nuggets,2011,3059000,Non-rookie
1580,Corey Brewer,Denver Nuggets,2012,3243000,Non-rookie
1581,Corey Brewer,Minnesota Timberwolves,2013,4500000,Non-rookie
1582,Corey Brewer,Houston Rockets,2014,4702500,Non-rookie
1583,Corey Brewer,Houston Rockets,2015,8200000,Non-rookie
1584,Corey Brewer,Los Angeles Lakers,2016,7600000,Non-rookie
1585,Corey Brewer,Los Angeles Lakers,2017,6879366,Non-rookie
1586,Corey Brewer,Oklahoma City Thunder,2017,340829,Non-rookie
1595,Ronnie Brewer,Chicago Bulls,2010,4790000,Non-rookie
1596,Ronnie Brewer,Chicago Bulls,2011,4710000,Non-rookie
1597,Ronnie Brewer,Oklahoma City Thunder,2012,1069509,Non-rookie
1598,Ronnie Brewer,Houston Rockets,2013,1186459,Non-rookie
1620,Jon Brockman,Milwaukee Bucks,2010,1000000,Rookie
1621,Jon Brockman,Milwaukee Bucks,2011,1000000,Rookie
1622,Jon Brockman,Houston Rockets,2012,1000000,Rookie
1623,Malcolm Brogdon,Milwaukee Bucks,2016,925000,Rookie
1624,Malcolm Brogdon,Milwaukee Bucks,2017,1312611,Rookie
1628,Aaron Brooks,Phoenix Suns,2010,2016692,Rookie
1629,Aaron Brooks,Sacramento Kings,2012,3250000,Non-rookie
1630,Aaron Brooks,Sacramento Kings,2013,3396250,Non-rookie
1631,Aaron Brooks,Houston Rockets,2013,1027424,Non-rookie
1632,Aaron Brooks,Chicago Bulls,2014,1145685,Non-rookie
1633,Aaron Brooks,Chicago Bulls,2015,2000000,Non-rookie
1634,Aaron Brooks,Indiana Pacers,2016,2700000,Non-rookie
1635,Aaron Brooks,Minnesota Timberwolves,2017,1471382,Non-rookie
1636,Dillon Brooks,Memphis Grizzlies,2017,815615,Rookie
1641,MarShon Brooks,New Jersey Nets,2011,1110120,Rookie
1642,MarShon Brooks,Brooklyn Nets,2012,1193280,Rookie
1643,MarShon Brooks,Boston Celtics,2013,1210080,Rookie
1644,MarShon Brooks,Memphis Grizzlies,2017,332477,Non-rookie
1660,Bobby Brown,Houston Rockets,2016,934293,Non-rookie
1661,Bobby Brown,Houston Rockets,2017,1230186,Non-rookie
1696,Derrick Brown,Charlotte Bobcats,2010,762195,Rookie
1697,Derrick Brown,Charlotte Bobcats,2011,854389,Rookie
1701,Jabari Brown,Los Angeles Lakers,2014,44765,Rookie
1702,Jaylen Brown,Boston Celtics,2016,4743000,Rookie
1703,Jaylen Brown,Boston Celtics,2017,4956480,Rookie
1717,Kwame Brown,Charlotte Bobcats,2010,1229255,Non-rookie
1718,Kwame Brown,Golden State Warriors,2011,6750000,Non-rookie
1719,Kwame Brown,Philadelphia 76ers,2012,2819044,Non-rookie
1720,Kwame Brown,Philadelphia 76ers,2013,2945901,Non-rookie
1765,Shannon Brown,Los Angeles Lakers,2010,2200000,Non-rookie
1766,Shannon Brown,Phoenix Suns,2011,3500000,Non-rookie
1767,Shannon Brown,Phoenix Suns,2012,3500000,Non-rookie
1768,Shannon Brown,Phoenix Suns,2013,3500000,Non-rookie
1769,Sterling Brown,Milwaukee Bucks,2017,815615,Rookie
1786,Nicolas Brussino,Dallas Mavericks,2016,543471,Rookie
1787,Nicolas Brussino,Atlanta Hawks,2017,905249,Rookie
1802,Kobe Bryant,Los Angeles Lakers,2010,24806250,Non-rookie
1803,Kobe Bryant,Los Angeles Lakers,2011,25244493,Non-rookie
1804,Kobe Bryant,Los Angeles Lakers,2012,27849149,Non-rookie
1805,Kobe Bryant,Los Angeles Lakers,2013,30453805,Non-rookie
1806,Kobe Bryant,Los Angeles Lakers,2014,23500000,Non-rookie
1807,Kobe Bryant,Los Angeles Lakers,2015,25000000,Non-rookie
1822,Thomas Bryant,Los Angeles Lakers,2017,815615,Rookie
1843,Chase Budinger,Houston Rockets,2010,780871,Rookie
1844,Chase Budinger,Houston Rockets,2011,854389,Rookie
1845,Chase Budinger,Minnesota Timberwolves,2012,885120,Rookie
1846,Chase Budinger,Minnesota Timberwolves,2013,5000000,Non-rookie
1847,Chase Budinger,Minnesota Timberwolves,2014,5000000,Non-rookie
1848,Chase Budinger,Indiana Pacers,2015,5000000,Non-rookie
1849,Chase Budinger,Phoenix Suns,2015,258082,Non-rookie
1878,Reggie Bullock,Los Angeles Clippers,2013,1149000,Rookie
1879,Reggie Bullock,Phoenix Suns,2014,1200720,Rookie
1880,Reggie Bullock,Detroit Pistons,2015,1252440,Rookie
1881,Reggie Bullock,Detroit Pistons,2016,2255644,Rookie
1882,Reggie Bullock,Detroit Pistons,2017,2500000,Non-rookie
1886,Trey Burke,Utah Jazz,2013,2438760,Rookie
1887,Trey Burke,Utah Jazz,2014,2548560,Rookie
1888,Trey Burke,Utah Jazz,2015,2658240,Rookie
1889,Trey Burke,Washington Wizards,2016,3386598,Rookie
1890,Trey Burke,New York Knicks,2017,784160,Non-rookie
1891,Alec Burks,Utah Jazz,2011,2020200,Rookie
1892,Alec Burks,Utah Jazz,2012,2171640,Rookie
1893,Alec Burks,Utah Jazz,2013,2202000,Rookie
1894,Alec Burks,Utah Jazz,2014,3034356,Rookie
1895,Alec Burks,Utah Jazz,2015,9213484,Non-rookie
1896,Alec Burks,Utah Jazz,2016,10154495,Non-rookie
1897,Alec Burks,Utah Jazz,2017,10845506,Non-rookie
1928,Caron Butler,Dallas Mavericks,2010,10561960,Non-rookie
1929,Caron Butler,Los Angeles Clippers,2011,8000000,Non-rookie
1930,Caron Butler,Los Angeles Clippers,2012,8000000,Non-rookie
1931,Caron Butler,Phoenix Suns,2013,8000000,Non-rookie
1932,Caron Butler,Milwaukee Bucks,2014,4500000,Non-rookie
1933,Caron Butler,Sacramento Kings,2015,1499187,Non-rookie
1934,Caron Butler,Sacramento Kings,2016,517220,Non-rookie
1935,Caron Butler,Sacramento Kings,2017,517220,Non-rookie
1941,Jimmy Butler,Chicago Bulls,2011,1020960,Rookie
1942,Jimmy Butler,Chicago Bulls,2012,1097520,Rookie
1943,Jimmy Butler,Chicago Bulls,2013,1112880,Rookie
1944,Jimmy Butler,Chicago Bulls,2014,2008748,Rookie
1945,Jimmy Butler,Chicago Bulls,2015,15260000,Non-rookie
1946,Jimmy Butler,Chicago Bulls,2016,17552209,Non-rookie
1947,Jimmy Butler,Minnesota Timberwolves,2017,19301070,Non-rookie
1965,Rasual Butler,Los Angeles Clippers,2010,2400000,Non-rookie
1966,Rasual Butler,Toronto Raptors,2011,1229255,Non-rookie
1967,Rasual Butler,Washington Wizards,2014,1448490,Non-rookie
1968,Rasual Butler,San Antonio Spurs,2015,1499187,Non-rookie
1969,Dwight Buycks,Los Angeles Lakers,2014,48028,Rookie
1970,Dwight Buycks,Detroit Pistons,2017,748160,Rookie
1976,Andrew Bynum,Los Angeles Lakers,2010,13700000,Non-rookie
1977,Andrew Bynum,Los Angeles Lakers,2011,14900000,Non-rookie
1978,Andrew Bynum,Philadelphia 76ers,2012,16889000,Non-rookie
1979,Andrew Bynum,Chicago Bulls,2013,6000000,Non-rookie
1982,Will Bynum,Detroit Pistons,2010,3250000,Rookie
1983,Will Bynum,Detroit Pistons,2011,3250000,Rookie
1984,Will Bynum,Detroit Pistons,2012,3250000,Non-rookie
1985,Will Bynum,Detroit Pistons,2013,2790343,Non-rookie
1986,Will Bynum,Boston Celtics,2014,2915908,Non-rookie
1987,Will Bynum,Washington Wizards,2014,144468,Non-rookie
1992,Bruno Caboclo,Toronto Raptors,2014,1458360,Rookie
1993,Bruno Caboclo,Toronto Raptors,2015,1524000,Rookie
1994,Bruno Caboclo,Toronto Raptors,2016,1589640,Rookie
1995,Bruno Caboclo,Sacramento Kings,2017,2451225,Rookie
2019,Nick Calathes,Memphis Grizzlies,2014,816482,Rookie
2025,Jose Calderon,Toronto Raptors,2010,9000000,Non-rookie
2026,Jose Calderon,Toronto Raptors,2011,9780992,Non-rookie
2027,Jose Calderon,Detroit Pistons,2012,11046591,Non-rookie
2028,Jose Calderon,Dallas Mavericks,2013,6791570,Non-rookie
2029,Jose Calderon,New York Knicks,2014,7097191,Non-rookie
2030,Jose Calderon,New York Knicks,2015,7402812,Non-rookie
2031,Jose Calderon,Los Angeles Lakers,2016,7708427,Non-rookie
2032,Jose Calderon,Atlanta Hawks,2016,392478,Non-rookie
2033,Jose Calderon,Cleveland Cavaliers,2017,1471382,Non-rookie
2040,Kentavious Caldwell-Pope,Detroit Pistons,2013,2653080,Rookie
2041,Kentavious Caldwell-Pope,Detroit Pistons,2014,2772480,Rookie
2042,Kentavious Caldwell-Pope,Detroit Pistons,2015,2891760,Rookie
2043,Kentavious Caldwell-Pope,Detroit Pistons,2016,3678319,Rookie
2044,Kentavious Caldwell-Pope,Los Angeles Lakers,2017,17745894,Non-rookie
2061,Marcus Camby,Portland Trail Blazers,2010,11749832,Non-rookie
2062,Marcus Camby,Portland Trail Blazers,2011,11227250,Non-rookie
2063,Marcus Camby,New York Knicks,2012,4590338,Non-rookie
2064,Marcus Camby,Toronto Raptors,2013,4383773,Non-rookie
2065,Marcus Camby,Houston Rockets,2013,1399507,Non-rookie
2066,Marcus Camby,Toronto Raptors,2014,646609,Non-rookie
2091,Isaiah Canaan,Philadelphia 76ers,2014,816482,Rookie
2092,Isaiah Canaan,Philadelphia 76ers,2015,947276,Rookie
2093,Isaiah Canaan,Chicago Bulls,2016,1015696,Rookie
2094,Isaiah Canaan,Phoenix Suns,2017,997547,Rookie
2095,Isaiah Canaan,Chicago Bulls,2017,200000,Rookie
2096,Isaiah Canaan,Houston Rockets,2017,53465,Rookie
2097,Clint Capela,Houston Rockets,2014,1189200,Rookie
2098,Clint Capela,Houston Rockets,2015,1242720,Rookie
2099,Clint Capela,Houston Rockets,2016,1296240,Rookie
2100,Clint Capela,Houston Rockets,2017,2334520,Rookie
2101,Derrick Caracter,Los Angeles Lakers,2010,473604,Rookie
2102,Derrick Caracter,Los Angeles Lakers,2011,270427,Rookie
2113,Brian Cardinal,Dallas Mavericks,2010,1352181,Non-rookie
2114,Brian Cardinal,Dallas Mavericks,2011,1352181,Non-rookie
2123,Rodney Carney,Golden State Warriors,2010,377116,Non-rookie
2124,Rodney Carney,Memphis Grizzlies,2010,274756,Non-rookie
2149,DeMarre Carroll,Houston Rockets,2010,1085400,Rookie
2150,DeMarre Carroll,Utah Jazz,2011,544331,Rookie
2151,DeMarre Carroll,Denver Nuggets,2011,289382,Rookie
2152,DeMarre Carroll,Atlanta Hawks,2013,2557545,Non-rookie
2153,DeMarre Carroll,Atlanta Hawks,2014,2442455,Non-rookie
2154,DeMarre Carroll,Toronto Raptors,2015,13500000,Non-rookie
2155,DeMarre Carroll,Toronto Raptors,2016,14200000,Non-rookie
2156,DeMarre Carroll,Brooklyn Nets,2017,14800000,Non-rookie
2169,Matt Carroll,Charlotte Bobcats,2010,4300000,Non-rookie
2170,Matt Carroll,Charlotte Bobcats,2011,3900000,Non-rookie
2171,Matt Carroll,New Orleans Hornets,2012,3500000,Non-rookie
2182,Anthony Carter,New York Knicks,2010,1352181,Non-rookie
2183,Anthony Carter,Toronto Raptors,2011,1352181,Non-rookie
2185,Michael Carter-Williams,Philadelphia 76ers,2013,2200920,Rookie
2186,Michael Carter-Williams,Milwaukee Bucks,2014,2300040,Rookie
2187,Michael Carter-Williams,Milwaukee Bucks,2015,2399040,Rookie
2188,Michael Carter-Williams,Chicago Bulls,2016,3183526,Rookie
2189,Michael Carter-Williams,Charlotte Hornets,2017,2700000,Non-rookie
2202,Vince Carter,Phoenix Suns,2010,17300000,Non-rookie
2203,Vince Carter,Phoenix Suns,2011,18300000,Non-rookie
2204,Vince Carter,Dallas Mavericks,2011,3000000,Non-rookie
2205,Vince Carter,Dallas Mavericks,2012,3090000,Non-rookie
2206,Vince Carter,Dallas Mavericks,2013,3180000,Non-rookie
2207,Vince Carter,Memphis Grizzlies,2014,3911981,Non-rookie
2208,Vince Carter,Memphis Grizzlies,2015,4088091,Non-rookie
2209,Vince Carter,Memphis Grizzlies,2016,4264057,Non-rookie
2210,Vince Carter,Sacramento Kings,2017,8000000,Non-rookie
2238,Omri Casspi,Sacramento Kings,2010,1254480,Rookie
2239,Omri Casspi,Cleveland Cavaliers,2011,1341960,Rookie
2240,Omri Casspi,Cleveland Cavaliers,2012,2277306,Rookie
2241,Omri Casspi,Houston Rockets,2013,947907,Non-rookie
2242,Omri Casspi,Sacramento Kings,2014,1063384,Non-rookie
2243,Omri Casspi,Sacramento Kings,2015,3000000,Non-rookie
2244,Omri Casspi,New Orleans Pelicans,2016,3000000,Non-rookie
2245,Omri Casspi,Minnesota Timberwolves,2016,138414,Non-rookie
2246,Omri Casspi,Golden State Warriors,2017,1471382,Non-rookie
2268,Willie Cauley-Stein,Sacramento Kings,2015,3398280,Rookie
2269,Willie Cauley-Stein,Sacramento Kings,2016,3551160,Rookie
2270,Willie Cauley-Stein,Sacramento Kings,2017,3704160,Rookie
2282,Tyler Cavanaugh,Atlanta Hawks,2017,729919,Rookie
2300,Mario Chalmers,Miami Heat,2010,854389,Rookie
2301,Mario Chalmers,Miami Heat,2011,4000000,Rookie
2302,Mario Chalmers,Miami Heat,2012,4000000,Non-rookie
2303,Mario Chalmers,Miami Heat,2013,4000000,Non-rookie
2304,Mario Chalmers,Miami Heat,2014,4000000,Non-rookie
2305,Mario Chalmers,Memphis Grizzlies,2015,4300000,Non-rookie
2306,Mario Chalmers,Memphis Grizzlies,2017,2106407,Non-rookie
2328,Tyson Chandler,Dallas Mavericks,2010,12600000,Non-rookie
2329,Tyson Chandler,New York Knicks,2011,13107837,Non-rookie
2330,Tyson Chandler,New York Knicks,2012,13604188,Non-rookie
2331,Tyson Chandler,New York Knicks,2013,14100538,Non-rookie
2332,Tyson Chandler,Dallas Mavericks,2014,14598888,Non-rookie
2333,Tyson Chandler,Phoenix Suns,2015,13000000,Non-rookie
2334,Tyson Chandler,Phoenix Suns,2016,12415000,Non-rookie
2335,Tyson Chandler,Phoenix Suns,2017,13000000,Non-rookie
2339,Wilson Chandler,Denver Nuggets,2010,2130482,Rookie
2340,Wilson Chandler,Denver Nuggets,2012,5930414,Non-rookie
2341,Wilson Chandler,Denver Nuggets,2013,6344164,Non-rookie
2342,Wilson Chandler,Denver Nuggets,2014,6757913,Non-rookie
2343,Wilson Chandler,Denver Nuggets,2015,10500000,Non-rookie
2344,Wilson Chandler,Denver Nuggets,2016,11200000,Non-rookie
2345,Wilson Chandler,Denver Nuggets,2017,12016854,Non-rookie
2380,Will Cherry,Toronto Raptors,2014,25000,Rookie
2406,Josh Childress,Phoenix Suns,2010,6500000,Non-rookie
2407,Josh Childress,Phoenix Suns,2011,6000000,Non-rookie
2408,Josh Childress,Phoenix Suns,2012,7000000,Non-rookie
2409,Josh Childress,Brooklyn Nets,2012,377474,Non-rookie
2410,Josh Childress,Phoenix Suns,2014,7317500,Non-rookie
2415,Dionte Christmas,Philadelphia 76ers,2016,50000,Rookie
2431,Marquese Chriss,Phoenix Suns,2016,2941440,Rookie
2432,Marquese Chriss,Phoenix Suns,2017,3073800,Rookie
2433,Rakeem Christmas,Indiana Pacers,2015,1000000,Rookie
2434,Rakeem Christmas,Indiana Pacers,2016,1052342,Rookie
2435,Rakeem Christmas,Indiana Pacers,2017,172552,Rookie
2436,Semaj Christon,Oklahoma City Thunder,2016,543471,Rookie
2438,Coty Clarke,Boston Celtics,2015,61776,Rookie
2440,Earl Clark,Orlando Magic,2010,1898760,Rookie
2441,Earl Clark,Orlando Magic,2011,1160000,Rookie
2442,Earl Clark,Los Angeles Lakers,2012,1240000,Rookie
2443,Earl Clark,Cleveland Cavaliers,2013,4250000,Non-rookie
2444,Earl Clark,Brooklyn Nets,2014,62552,Non-rookie
2445,Ian Clark,Denver Nuggets,2014,816482,Rookie
2446,Ian Clark,Golden State Warriors,2015,947276,Rookie
2447,Ian Clark,Golden State Warriors,2016,1015696,Rookie
2448,Ian Clark,New Orleans Pelicans,2017,1471382,Rookie
2449,Jordan Clarkson,Los Angeles Lakers,2014,507336,Rookie
2450,Jordan Clarkson,Los Angeles Lakers,2015,845059,Rookie
2451,Jordan Clarkson,Los Angeles Lakers,2016,12500000,Non-rookie
2452,Jordan Clarkson,Cleveland Cavaliers,2017,11562500,Non-rookie
2459,Victor Claver,Portland Trail Blazers,2012,1300000,Rookie
2460,Victor Claver,Portland Trail Blazers,2013,1330000,Rookie
2461,Victor Claver,Denver Nuggets,2014,1370000,Rookie
2505,Norris Cole,Miami Heat,2011,1035960,Rookie
2506,Norris Cole,Miami Heat,2012,1082520,Rookie
2507,Norris Cole,Miami Heat,2013,1129200,Rookie
2508,Norris Cole,New Orleans Pelicans,2014,2038206,Rookie
2509,Norris Cole,New Orleans Pelicans,2015,3036927,Non-rookie
2510,Norris Cole,Oklahoma City Thunder,2016,247991,Non-rookie
2527,Darren Collison,Indiana Pacers,2010,1361040,Rookie
2528,Darren Collison,Indiana Pacers,2011,1455960,Rookie
2529,Darren Collison,Dallas Mavericks,2012,2319344,Rookie
2530,Darren Collison,Los Angeles Clippers,2013,1900000,Non-rookie
2531,Darren Collison,Sacramento Kings,2014,4797664,Non-rookie
2532,Darren Collison,Sacramento Kings,2015,5013559,Non-rookie
2533,Darren Collison,Sacramento Kings,2016,5229454,Non-rookie
2534,Darren Collison,Indiana Pacers,2017,10000000,Non-rookie
2550,Jarron Collins,Los Angeles Clippers,2010,643551,Non-rookie
2560,Jason Collins,Atlanta Hawks,2010,1352181,Non-rookie
2561,Jason Collins,Atlanta Hawks,2011,1352181,Non-rookie
2562,Jason Collins,Washington Wizards,2012,1352181,Non-rookie
2563,John Collins,Atlanta Hawks,2017,1936920,Rookie
2575,Nick Collison,Oklahoma City Thunder,2010,13250000,Non-rookie
2576,Nick Collison,Oklahoma City Thunder,2011,3272997,Non-rookie
2577,Nick Collison,Oklahoma City Thunder,2012,2929332,Non-rookie
2578,Nick Collison,Oklahoma City Thunder,2013,2585668,Non-rookie
2579,Nick Collison,Oklahoma City Thunder,2014,2242003,Non-rookie
2580,Nick Collison,Oklahoma City Thunder,2015,3750000,Non-rookie
2581,Nick Collison,Oklahoma City Thunder,2016,3750000,Non-rookie
